




============================================================================
============================================================================
O que irá executar a seguir: executar_algoritmos
============================================================================
============================================================================













============================================================================
Função: Beale
============================================================================
parameter;GEOreal1_P;AGEOreal1_P;
29550;1,5;1,3234242898777215;
29551;1,5;1,389290934318258;
29552;1,5;1,4627652113909435;
29553;1,5;1,6610834487346018;
29554;1,5;1,2448320623206428;
29555;1,5;1,1667388863066166;
29556;1,5;1,2838684118548613;
29557;1,5;1,2300958878044963;
29558;1,5;1,1958325373164633;
29559;1,5;1,1653380285004333;
29560;1,5;1,2623357343749102;
29561;1,5;1,0223969668372055;
29562;1,5;0,9467066422570557;
29563;1,5;1,0876453022129466;
29564;1,5;1,0215087997102215;
29565;1,5;1,193079530157956;
29566;1,5;1,1960717103428624;
29567;1,5;1,145400024703107;
29568;1,5;1,350249165047552;
29569;1,5;1,0064458460742949;
29570;1,5;1,0741270128284173;
29571;1,5;1,0300464520415111;
29572;1,5;1,1045158270395574;
29573;1,5;1,064668530204042;
29574;1,5;1,1507993868349773;
29575;1,5;1,292079723968759;
29576;1,5;1,1882882877623653;
29577;1,5;1,1047030239843962;
29578;1,5;1,1643727889491502;
29579;1,5;0,8572095386762134;
29580;1,5;0,9276353117335091;
29581;1,5;1,0957671595387395;
29582;1,5;1,174049618184524;
29583;1,5;1,1727407986184657;
29584;1,5;1,2266697432625158;
29585;1,5;1,2069262857754077;
29586;1,5;1,1052746887142393;
29587;1,5;1,0530921499660546;
29588;1,5;1,0826856975328167;
29589;1,5;1,2121900801462009;
29590;1,5;1,1414012410628405;
29591;1,5;1,1526592128219064;
29592;1,5;1,069133470804879;
29593;1,5;0,8427497747706645;
29594;1,5;1,0103785970349883;
29595;1,5;0,9070506389412315;
29596;1,5;1,1236020864824106;
29597;1,5;1,1520385492120098;
29598;1,5;1,2594092169832432;
29599;1,5;1,300172110207005;
29600;1,5;1,2936695757306749;
29601;1,5;1,3827959281062607;
29602;1,5;1,515381076180007;
29603;1,5;1,3886518964715633;
29604;1,5;1,476594304939448;
29605;1,5;1,5799864224387172;
29606;1,5;1,2243814050439867;
29607;1,5;1,1970307184597024;
29608;1,5;1,295143631037311;
29609;1,5;1,0637700822464595;
29610;1,5;1,1395346932922297;
29611;1,5;1,2472608148086188;
29612;1,5;1,3563194381878445;
29613;1,5;1,359865816527414;
29614;1,5;1,147046527109146;
29615;1,5;1,0556990376973767;
29616;1,5;0,8315918300337038;
29617;1,5;0,8732201772225486;
29618;1,5;0,7694781564129413;
29619;1,5;0,8271071650499668;
29620;1,5;0,976219788596568;
29621;1,5;1,0952508925092876;
29622;1,5;1,18428178612416;
29623;1,5;1,194576014227496;
29624;1,5;1,3376305062725615;
29625;1,5;1,3434849195046346;
29626;1,5;1,041800221456775;
29627;1,5;1,2737367323235786;
29628;1,5;1,568110702119867;
29629;1,5;1,4487812346026405;
29630;1,5;1,7412964261546742;
29631;1,5;1,3600102740118274;
29632;1,5;1,5685409404153796;
29633;1,5;1,5903275503819956;
29634;1,5;1,2921958194118877;
29635;1,5;1,1161068491508348;
29636;1,5;1,2388192555856696;
29637;1,5;1,1582280057160534;
29638;1,5;1,0574922440681649;
29639;1,5;1,1512508821768332;
29640;1,5;1,1912901103429108;
29641;1,5;1,0701218644366537;
29642;1,5;1,1601315826693537;
29643;1,5;1,084866187275864;
29644;1,5;0,9385873787500245;
29645;1,5;0,7563386472596715;
29646;1,5;0,9635517423935976;
29647;1,5;1,093518908615986;
29648;1,5;1,4605341098136837;
29649;1,5;1,1770155607551371;
29650;1,5;1,4052623467753842;
29651;1,5;0,8885607620296239;
29652;1,5;0,691512045859697;
29653;1,5;0,8920219042595102;
29654;1,5;1,1006685458527263;
29655;1,5;0,8826534870669369;
29656;1,5;0,9747600824036536;
29657;1,5;0,9885422396000567;
29658;1,5;1,1317311364219302;
29659;1,5;1,332969599177718;
29660;1,5;1,1198314985823998;
29661;1,5;1,016461291976759;
29662;1,5;1,1356379018768104;
29663;1,5;1,3840151073060838;
29664;1,5;1,556593465900422;
29665;1,5;1,5277686082764554;
29666;1,5;1,4725023909737116;
29667;1,5;1,2906984399602546;
29668;1,5;1,5099835880497305;
29669;1,5;1,3284858700175066;
29670;1,5;1,1769868884452772;
29671;1,5;1,197091762834737;
29672;1,5;1,0915836713607001;
29673;1,5;1,1032275932750182;
29674;1,5;1,1065333942631386;
29675;1,5;1,3282114045095565;
29676;1,5;1,4115908975276334;
29677;1,5;1,4208810129608167;
29678;1,5;1,467195121030428;
29679;1,5;1,4937408482951668;
29680;1,5;1,2790066469111765;
29681;1,5;1,30662048829996;
29682;1,5;1,2587280786781634;
29683;1,5;1,1829898730827184;
29684;1,5;1,1973723912700491;
29685;1,5;1,0037630166016225;
29686;1,5;1,1591657003860534;
29687;1,5;1,1076004161663704;
29688;1,5;1,2024284730754873;
29689;1,5;1,1588529621356332;
29690;1,5;1,2227579728977207;
29691;1,5;1,416624208816019;
29692;1,5;1,1885401144036642;
29693;1,5;1,198257360998332;
29694;1,5;1,54167057675277;
29695;1,5;1,1421374450205937;
29696;1,5;1,3965868947148128;
29697;1,5;1,3293200301934744;
29698;1,5;1,3224958162037332;
29699;1,5;1,146255962301192;
29700;1,5;0,996168878013403;
29701;1,5;1,1940723934521622;
29702;1,5;1,1708481653424816;
29703;1,5;1,0522937544683137;
29704;1,5;0,9589694129032152;
29705;1,5;0,9634942350815154;
29706;1,5;0,9381709274618227;
29707;1,5;0,911996908138118;
29708;1,5;0,9881657732831005;
29709;1,5;1,1367925479375562;
29710;1,5;1,3054818158360715;
29711;1,5;1,181121681341896;
29712;1,5;1,1101387023949125;
29713;1,5;1,2163569718777778;
29714;1,5;1,0587905675156102;
29715;1,5;0,9321518567391481;
29716;1,5;1,0864624958126128;
29717;1,5;0,8917411019720088;
29718;1,5;0,8501238631123124;
29719;1,5;0,6847596238017839;
29720;1,5;0,8969190587936082;
29721;1,5;1,0418636279211753;
29722;1,5;1,132369548161713;
29723;1,5;1,004891267140052;
29724;1,5;1,0485402069801075;
29725;1,5;0,9072788090047541;
29726;1,5;1,009452835394718;
29727;1,5;0,8999620029041545;
29728;1,5;0,9903632290376666;
29729;1,5;1,3393819142854833;
29730;1,5;1,5032675975364878;
29731;1,5;1,4735519556736927;
29732;1,5;1,1499431384419077;
29733;1,5;1,1068751764988676;
29734;1,5;0,9348433644065467;
29735;1,5;1,0867003419626853;
29736;1,5;1,0943604863597232;
29737;1,5;1,2309594111837874;
29738;1,5;1,0972794209529075;
29739;1,5;0,929204951139551;
29740;1,5;0,9504728887279467;
29741;1,5;1,0075155271719685;
29742;1,5;0,8966945790742913;
29743;1,5;1,0386806650829858;
29744;1,5;1,0819845468122231;
29745;1,5;1,1074182966619384;
29746;1,5;1,1234456545676992;
29747;1,5;1,2956825375071803;
29748;1,5;1,1254307846286504;
29749;1,5;1,261960294361939;
29750;1,5;1,4913367314956576;
29751;1,5;1,2754431912558368;
29752;1,5;1,3863417342925204;
29753;1,5;1,4297350295948386;
29754;1,5;1,3772135680129156;
29755;1,5;1,3287081136744494;
29756;1,5;1,2659206680861734;
29757;1,5;1,4200660378905914;
29758;1,5;1,4358502090191732;
29759;1,5;0,8846198494829991;
29760;1,5;0,9164873167155944;
29761;1,5;0,9002425185576474;
29762;1,5;0,8323299334837025;
29763;1,5;0,7721163352399593;
29764;1,5;0,9951000059472839;
29765;1,5;1,0281272971139588;
29766;1,5;1,0385474179578325;
29767;1,5;1,065981288448543;
29768;1,5;0,8555844213908476;
29769;1,5;1,0035962559067808;
29770;1,5;1,3015582406493789;
29771;1,5;1,4101843893366102;
29772;1,5;1,1788539381558023;
29773;1,5;1,0622880870748992;
29774;1,5;0,8174789482359002;
29775;1,5;1,052862995510407;
29776;1,5;1,0827926763680047;
29777;1,5;1,0151681982840466;
29778;1,5;1,1865663786092981;
29779;1,5;1,1917262672739666;
29780;1,5;1,0370452520384235;
29781;1,5;0,8320904313988338;
29782;1,5;0,9690091256903274;
29783;1,5;1,1483591361782086;
29784;1,5;1,1501485910405094;
29785;1,5;1,5369428917966512;
29786;1,5;1,5725528730449987;
29787;1,5;1,2948510996742155;
29788;1,5;1,1726474441164854;
29789;1,5;1,2014599489277125;
29790;1,5;1,2488026367950988;
29791;1,5;1,3543976108474116;
29792;1,5;1,3577228036032267;
29793;1,5;1,1736472116563728;
29794;1,5;1,2158374426968321;
29795;1,5;1,1687172149264926;
29796;1,5;1,2461675710633011;
29797;1,5;1,008400318770828;
29798;1,5;1,0281925368043912;
29799;1,5;1,1565881315699948;
29800;1,5;1,3110918469449346;
29801;1,5;1,2879054803936343;
29802;1,5;1,2455448154843316;
29803;1,5;1,3538621265177078;
29804;1,5;1,253290703204615;
29805;1,5;1,1732830186537837;
29806;1,5;1,1741589486590633;
29807;1,5;1,3571624469032266;
29808;1,5;1,0951419270702976;
29809;1,5;1,2250807522000149;
29810;1,5;1,1770852956967726;
29811;1,5;1,0382257627487208;
29812;1,5;0,9505114295623965;
29813;1,5;0,959506009966267;
29814;1,5;0,8845637437681056;
29815;1,5;1,02039951509134;
29816;1,5;1,194514794682084;
29817;1,5;1,213935300260628;
29818;1,5;1,1530515853779744;
29819;1,5;1,19147489242372;
29820;1,5;0,9893149796839823;
29821;1,5;0,966314421448466;
29822;1,5;0,7771285543847773;
29823;1,5;0,9273971438171599;
29824;1,5;0,8032565846429616;
29825;1,5;0,8471693911672371;
29826;1,5;0,8254602792086125;
29827;1,5;0,8107722344575007;
29828;1,5;1,0942810229421505;
29829;1,5;0,9278551367938721;
29830;1,5;1,1600325922816839;
29831;1,5;0,9893095407613793;
29832;1,5;0,9635793438102939;
29833;1,5;0,9548632311584824;
29834;1,5;0,8482789427740529;
29835;1,5;0,9207562535386768;
29836;1,5;1,1274801316090652;
29837;1,5;1,0841273837015517;
29838;1,5;1,3828951600902035;
29839;1,5;1,2118527071246115;
29840;1,5;1,0949578373902864;
29841;1,5;1,4817184648410842;
29842;1,5;1,5198229534144485;
29843;1,5;1,1969592488270147;
29844;1,5;1,1618297581356731;
29845;1,5;0,9058197444370234;
29846;1,5;0,9576388583758371;
29847;1,5;0,8773133555524044;
29848;1,5;0,9355722062200774;
29849;1,5;1,180156238542776;
29850;1,5;1,1370455461622118;
29851;1,5;1,1302363152375186;
29852;1,5;1,39570080002243;
29853;1,5;1,5745714296519955;
29854;1,5;1,2475129959193079;
29855;1,5;1,1762283501910162;
29856;1,5;0,8220678166415465;
29857;1,5;0,9623102526316752;
29858;1,5;1,0645704044003876;
29859;1,5;1,2368575911547184;
29860;1,5;1,1946787969354393;
29861;1,5;1,1878500722311471;
29862;1,5;1,3729987026969908;
29863;1,5;1,4118252366344692;
29864;1,5;1,3925307355465435;
29865;1,5;1,4841642622714057;
29866;1,5;1,5585712248707806;
29867;1,5;1,3752305219668353;
29868;1,5;1,3925561167091436;
29869;1,5;1,180962241967473;
29870;1,5;1,2743561318260832;
29871;1,5;0,9890562172350152;
29872;1,5;0,8213616748612413;
29873;1,5;1,0383200699938964;
29874;1,5;1,2145080627311349;
29875;1,5;1,1943150128580262;
29876;1,5;1,1405280425724047;
29877;1,5;0,9475322425850369;
29878;1,5;0,8907733320010927;
29879;1,5;0,8214617887662831;
29880;1,5;0,9654665396224618;
29881;1,5;1,1115509689879703;
29882;1,5;1,1048632569796883;
29883;1,5;1,1113886804450137;
29884;1,5;1,160370500620645;
29885;1,5;1,2826795848836823;
29886;1,5;1,580101290254273;
29887;1,5;1,356068505471343;
29888;1,5;1,465659959490952;
29889;1,5;1,4268801800163282;
29890;1,5;1,2239009081207215;
29891;1,5;1,3890185250692384;
29892;1,5;1,083383562116776;
29893;1,5;1,0584843453132846;
29894;1,5;0,8137566765460973;
29895;1,5;0,8641512124128001;
29896;1,5;0,8646596539207739;
29897;1,5;1,0562062298258332;
29898;1,5;1,152114639140659;
29899;1,5;1,0590417867304593;
29900;1,5;0,9805386078612164;
29901;1,5;0,8760289914465481;
29902;1,5;1,077641932460132;
29903;1,5;1,1398826937357582;
29904;1,5;1,331485243675476;
29905;1,5;1,091780615208476;
29906;1,5;1,2469470586442404;
29907;1,5;1,510715423906601;
29908;1,5;1,6964064898668505;
29909;1,5;1,7483872716816102;
29910;1,5;1,4536339001439669;
29911;1,5;1,4813226268906332;
29912;1,5;1,1381803318951988;
29913;1,5;1,194070279709371;
29914;1,5;0,8868914227867244;
29915;1,5;0,9624079723191117;
29916;1,5;1,1795645786365372;
29917;1,5;1,0833556327482425;
29918;1,5;0,8749254661766729;
29919;1,5;0,9961206898288094;
29920;1,5;1,0557406882716647;
29921;1,5;1,0216075967007514;
29922;1,5;1,2742419441060273;
29923;1,5;1,4930783969251238;
29924;1,5;1,384538217999856;
29925;1,5;1,1183486684372272;
29926;1,5;1,1533366313869278;
29927;1,5;1,0158742582724418;
29928;1,5;1,0336478055338896;
29929;1,5;0,9565289728594814;
29930;1,5;1,214827222274205;
29931;1,5;1,3086538589116772;
29932;1,5;1,0568900674119273;
29933;1,5;1,0789519895118815;
29934;1,5;1,1247795555429982;
29935;1,5;1,2054662799693976;
29936;1,5;1,0995369053089128;
29937;1,5;1,2631097876656383;
29938;1,5;1,406159539214427;
29939;1,5;1,3039565836386988;
29940;1,5;1,3024491381096648;
29941;1,5;1,3365649329309273;
29942;1,5;1,3998298666506963;
29943;1,5;1,2679860325381795;
29944;1,5;1,449848983811907;
29945;1,5;1,1756673595717724;
29946;1,5;1,0892760141087545;
29947;1,5;1,1102516907169606;
29948;1,5;1,1942098693646248;
29949;1,5;1,1363140729141443;
29950;1,5;1,1741044169362582;
29951;1,5;1,0894404306913983;
29952;1,5;0,7731807626304784;
29953;1,5;1,0728770557427694;
29954;1,5;0,9842607280127282;
29955;1,5;1,1121237350403892;
29956;1,5;0,9702422883474285;
29957;1,5;0,9778664271240881;
29958;1,5;1,1997035804156364;
29959;1,5;0,9800199463455612;
29960;1,5;0,9498256561676712;
29961;1,5;1,2261986748695288;
29962;1,5;1,2872161795824684;
29963;1,5;1,3066225769274906;
29964;1,5;1,1296811180218713;
29965;1,5;1,2654020909656256;
29966;1,5;1,5059388834918017;
29967;1,5;0,862699822378261;
29968;1,5;1,093239360004643;
29969;1,5;1,0589693838651584;
29970;1,5;0,9619977079570443;
29971;1,5;0,9150974514971846;
29972;1,5;0,9397448195534757;
29973;1,5;1,0648794070222238;
29974;1,5;1,1810450696497028;
29975;1,5;0,9301879490196473;
29976;1,5;0,958061323506427;
29977;1,5;1,0106736942088639;
29978;1,5;1,186760763976116;
29979;1,5;1,2572235827097118;
29980;1,5;1,1324574620179173;
29981;1,5;0,8165064849024155;
29982;1,5;0,8634509406606449;
29983;1,5;1,0802386318274142;
29984;1,5;1,2041969448296246;
29985;1,5;1,1951123936988366;
29986;1,5;1,286199419398846;
29987;1,5;1,4215729982816543;
29988;1,5;1,3441244032233193;
29989;1,5;1,4023894185307122;
29990;1,5;1,1765859882799736;
29991;1,5;1,0298132485832452;
29992;1,5;1,2142572148236905;
29993;1,5;1,0416361398226281;
29994;1,5;1,2025543015707911;
29995;1,5;1,2902170026022788;
29996;1,5;1,2012476447958753;
29997;1,5;1,203806062126591;
29998;1,5;0,8008734577888859;
29999;1,5;0,8530101516383516;
30000;1,5;1,2158461109488727;
30001;1,5;1,1615510755668297;
30002;1,5;1,4054883646204357;
30003;1,5;1,4188884735616667;
30004;1,5;1,534462484563494;
30005;1,5;1,1655276435571442;
30006;1,5;1,3183119284150482;
30007;1,5;1,2103133109117297;
30008;1,5;1,1493916409131546;
30009;1,5;1,146908356196814;
30010;1,5;1,0807738409900054;
30011;1,5;1,157647297457693;
30012;1,5;1,054805977274111;
30013;1,5;1,231855706837691;
30014;1,5;1,190041304347397;
30015;1,5;1,1401804843538415;
30016;1,5;1,2100366226597445;
30017;1,5;1,32177753549371;
30018;1,5;1,026142226128999;
30019;1,5;0,9693424939837345;
30020;1,5;1,0060630976222316;
30021;1,5;1,2013424144796099;
30022;1,5;1,1661764433446504;
30023;1,5;1,0911396537025249;
30024;1,5;1,2375196398977975;
30025;1,5;1,1967784093116696;
30026;1,5;1,0947456746987532;
30027;1,5;0,8878590820848932;
30028;1,5;1,0266184174857322;
30029;1,5;1,0982466814912906;
30030;1,5;0,9980880646495478;
30031;1,5;1,1464580320881566;
30032;1,5;1,2733127928163348;
30033;1,5;0,9609825858401551;
30034;1,5;1,0047694539922598;
30035;1,5;1,0969183030839293;
30036;1,5;1,2063698175189106;
30037;1,5;1,3525178980801877;
30038;1,5;1,3404920767165003;
30039;1,5;0,9744406688468563;
30040;1,5;0,8010985211601616;
30041;1,5;1,015693490738981;
30042;1,5;1,1976390949117455;
30043;1,5;1,2867307075763208;
30044;1,5;1,3850825110173417;
30045;1,5;1,4261695281610338;
30046;1,5;1,2689765591626452;
30047;1,5;0,9725866084314609;
30048;1,5;1,0921195504876797;
30049;1,5;1,1262415041125489;
30050;1,5;1,1104262224375308;
30051;1,5;0,9131955409706773;
30052;1,5;1,0206070993474623;
30053;1,5;1,1728536909633978;
30054;1,5;1,1135105839107204;
30055;1,5;1,071952394271317;
30056;1,5;1,2048415119379678;
30057;1,5;1,2107149783301547;
30058;1,5;1,106066237404653;
30059;1,5;1,123882962540545;
30060;1,5;1,3719108890556484;
30061;1,5;1,1666800764845893;
30062;1,5;1,1863848819467577;
30063;1,5;1,2952435742394655;
30064;1,5;1,2887035441557135;
30065;1,5;1,2022049233105716;
30066;1,5;1,2209562315400404;
30067;1,5;1,1399420808731113;
30068;1,5;1,079705603428888;
30069;1,5;1,1277768068420662;
30070;1,5;1,2347732646883045;
30071;1,5;1,040460072163501;
30072;1,5;1,0722724134713073;
30073;1,5;1,049911462375816;
30074;1,5;1,2981357792710935;
30075;1,5;1,5205162362073226;
30076;1,5;1,5744504328905273;
30077;1,5;1,3012955619076687;
30078;1,5;1,2738923661310124;
30079;1,5;1,1622889094758;
30080;1,5;1,078424263221715;
30081;1,5;0,9539818818889627;
30082;1,5;0,9237033149393512;
30083;1,5;0,9577989527630066;
30084;1,5;0,9464381626397844;
30085;1,5;1,2473119916515534;
30086;1,5;1,398589919313775;
30087;1,5;1,3667243055216973;
30088;1,5;1,3609626794337493;
30089;1,5;1,2236705339506542;
30090;1,5;1,3660140913575272;
30091;1,5;1,315355330229197;
30092;1,5;1,316341879798923;
30093;1,5;1,147217470034709;
30094;1,5;1,1171239685983392;
30095;1,5;1,0563568638393617;
30096;1,5;0,8129440787146075;
30097;1,5;0,7912749828630816;
30098;1,5;0,9383269732610414;
30099;1,5;0,9600657815200913;
30100;1,5;1,0566488032068493;
30101;1,5;1,1448501845442864;
30102;1,5;1,391623525052254;
30103;1,5;1,0929323863558813;
30104;1,5;1,115423459690259;
30105;1,5;1,1800596742341842;
30106;1,5;1,1807950128043883;
30107;1,5;1,3729699307763945;
30108;1,5;1,4636872904463976;
30109;1,5;1,4300841859955682;
30110;1,5;1,6368121910167455;
30111;1,5;1,605233453896678;
30112;1,5;1,4373653007535545;
30113;1,5;1,2197785958158385;
30114;1,5;1,2212763880472068;
30115;1,5;1,3304006988039627;
30116;1,5;1,3083633740615541;
30117;1,5;1,0344863488827216;
30118;1,5;1,106913440234949;
30119;1,5;1,0984251699856364;
30120;1,5;0,9823379268549377;
30121;1,5;1,1801756446027012;
30122;1,5;0,9913661798293056;
30123;1,5;1,181121063757257;
30124;1,5;1,1908059076366853;
30125;1,5;1,1249762598649033;
30126;1,5;0,8461230888857003;
30127;1,5;0,9595089496884359;
30128;1,5;1,0115176736406992;
30129;1,5;1,0361564466017816;
30130;1,5;0,9254210157394063;
30131;1,5;1,011805469129694;
30132;1,5;1,1012091716132713;
30133;1,5;1,1043391017018283;
30134;1,5;1,1574106194934113;
30135;1,5;1,2599692032909402;
30136;1,5;1,2778971197060949;
30137;1,5;1,1955918155535028;
30138;1,5;1,0281379588983002;
30139;1,5;0,9105524354320368;
30140;1,5;1,1652547598814142;
30141;1,5;1,426090791314419;
30142;1,5;1,3107896005159732;
30143;1,5;1,1469078761694802;
30144;1,5;0,9990610176565458;
30145;1,5;1,0818586443244016;
30146;1,5;1,2648026324315675;
30147;1,5;1,4718819212698306;
30148;1,5;1,2997029439786467;
30149;1,5;1,3126709460267127;
30150;1,5;1,0879654773030176;
30151;1,5;1,1128460489917495;
30152;1,5;0,9452667461388079;
30153;1,5;0,9155349134024113;
30154;1,5;0,919770720224438;
30155;1,5;1,206092885901975;
30156;1,5;1,0993339521359167;
30157;1,5;1,0146061317236807;
30158;1,5;1,0343493922853604;
30159;1,5;0,9493263195419447;
30160;1,5;0,7912820556682962;
30161;1,5;1,0591294883045097;
30162;1,5;1,2256664384228393;
30163;1,5;1,1633480778410266;
30164;1,5;1,3034447662066055;
30165;1,5;1,620855306226395;
30166;1,5;1,5635443522566193;
30167;1,5;1,185379867474691;
30168;1,5;1,1956424922408153;
30169;1,5;1,3194357338603906;
30170;1,5;1,3086506338190182;
30171;1,5;1,4011468370731028;
30172;1,5;1,3327537803147276;
30173;1,5;1,1307304864958574;
30174;1,5;1,0568574207363703;
30175;1,5;1,1864245942888003;
30176;1,5;1,074582433145875;
30177;1,5;1,0865258076979776;
30178;1,5;0,8860850032810295;
30179;1,5;1,0080057484723635;
30180;1,5;1,1390654838635683;
30181;1,5;0,9871157825659682;
30182;1,5;1,0870720916679764;
30183;1,5;0,9185648562124247;
30184;1,5;1,0220062311189346;
30185;1,5;0,9930142164404213;
30186;1,5;0,9494132875278126;
30187;1,5;0,7461430054017804;
30188;1,5;0,8860323559717153;
30189;1,5;1,1599844605572234;
30190;1,5;1,1368346979351138;
30191;1,5;0,9913426355040194;
30192;1,5;0,9782099112453884;
30193;1,5;1,0131595807119829;
30194;1,5;1,0261166196314628;
30195;1,5;1,1838732256591369;
30196;1,5;1,225622910022974;
30197;1,5;1,023289599651202;
30198;1,5;0,986616959315847;
30199;1,5;1,0810252502530289;
30200;1,5;1,013424355458813;
30201;1,5;1,0498619184219637;
30202;1,5;1,1964064073502672;
30203;1,5;1,171350182933824;
30204;1,5;1,1679149814618723;
30205;1,5;1,2153523627965952;
30206;1,5;1,3739729015924678;
30207;1,5;1,178873896293164;
30208;1,5;1,23336081114255;
30209;1,5;1,050277044198311;
30210;1,5;0,9510830892904152;
30211;1,5;1,0661621310492513;
30212;1,5;1,1251542724352879;
30213;1,5;1,1272352572184743;
30214;1,5;0,985007140201917;
30215;1,5;1,0063682792637443;
30216;1,5;1,0177031162806276;
30217;1,5;1,0992956000924101;
30218;1,5;1,2733212389735333;
30219;1,5;1,356780733752349;
30220;1,5;1,0657095790958506;
30221;1,5;1,1879038168658953;
30222;1,5;1,2800827587488295;
30223;1,5;1,4291215297439481;
30224;1,5;1,4625989530576975;
30225;1,5;1,276859120478165;
30226;1,5;1,2538652304336793;
30227;1,5;1,1720194567936528;
30228;1,5;1,113946552899052;
30229;1,5;0,7700154766454054;
30230;1,5;0,938186015850393;
30231;1,5;0,6238575299594716;
30232;1,5;0,7930684500062504;
30233;1,5;0,9156306201495266;
30234;1,5;0,9503748336714676;
30235;1,5;1,1239164583399022;
30236;1,5;1,3572402608963747;
30237;1,5;1,3508424846965605;
30238;1,5;1,4412509030702068;
30239;1,5;1,2119463100411678;
30240;1,5;1,2178597015546389;
30241;1,5;1,2846294316845368;
30242;1,5;1,04309705584773;
30243;1,5;1,256602144757038;
30244;1,5;1,2533710934876396;
30245;1,5;1,3921063599207137;
30246;1,5;1,350994029413166;
30247;1,5;1,3071511718480322;
30248;1,5;0,9689907695092471;
30249;1,5;0,9005381366584352;
30250;1,5;0,9737588393117248;
30251;1,5;0,8900625610812642;
30252;1,5;1,1877257267242896;
30253;1,5;1,2836464881350151;
30254;1,5;1,1182452686081388;
30255;1,5;1,024473644703298;
30256;1,5;1,2916560146207041;
30257;1,5;1,2695270009083066;
30258;1,5;1,403720146300089;
30259;1,5;1,2883145786227395;
30260;1,5;1,2764118468386303;
30261;1,5;1,2094549709319393;
30262;1,5;1,194976936377286;
30263;1,5;1,0324305551469806;
30264;1,5;1,44340791399778;
30265;1,5;1,82660930727821;
30266;1,5;1,4111400826451168;
30267;1,5;1,1069411238870042;
30268;1,5;0,9942963510621742;
30269;1,5;1,1611594895547908;
30270;1,5;1,325382485121133;
30271;1,5;1,4050581362557326;
30272;1,5;1,3350396884321214;
30273;1,5;1,339216446568487;
30274;1,5;1,2892543466792332;
30275;1,5;1,3687364286251997;
30276;1,5;1,4155149716066442;
30277;1,5;1,7081820191918784;
30278;1,5;1,8282736900199519;
30279;1,5;1,7024088506279837;
30280;1,5;1,2048348615642648;
30281;1,5;1,1656333695065133;
30282;1,5;1,146313776189156;
30283;1,5;1,0653013997083625;
30284;1,5;1,147724289010114;
30285;1,5;1,0230355533093893;
30286;1,5;1,3081642705886765;
30287;1,5;1,286063610549433;
30288;1,5;1,0537168563058212;
30289;1,5;1,2221428832308192;
30290;1,5;1,1018931533174114;
30291;1,5;1,2142359317277138;
30292;1,5;1,0848964733675353;
30293;1,5;1,1091440263440624;
30294;1,5;1,143791911533733;
30295;1,5;1,1845334165230088;
30296;1,5;1,2942716908733873;
30297;1,5;1,3172276301989252;
30298;1,5;1,3649354531573061;
30299;1,5;1,3497190607231326;
30300;1,5;1,219357103431957;
30301;1,5;1,0368358844077028;
30302;1,5;1,1042496951460221;
30303;1,5;1,0475960245160867;
30304;1,5;0,8516661034978426;
30305;1,5;1,0723800674404151;
30306;1,5;1,1257183110846347;
30307;1,5;1,028111710847044;
30308;1,5;1,0794296231237765;
30309;1,5;1,0183261357283362;
30310;1,5;1,2121998036435546;
30311;1,5;1,2895439260956911;
30312;1,5;1,198921055714376;
30313;1,5;1,2598808793463072;
30314;1,5;1,139906564151134;
30315;1,5;1,1790581667743745;
30316;1,5;1,1650652163905593;
30317;1,5;1,2850016894711693;
30318;1,5;1,196062005478109;
30319;1,5;1,1278405444829938;
30320;1,5;1,28895486839168;
30321;1,5;1,1431156896154835;
30322;1,5;1,1845825261388576;
30323;1,5;1,1454419746290754;
30324;1,5;1,0809445469093046;
30325;1,5;1,0877625034250087;
30326;1,5;1,175979555120359;
30327;1,5;1,0957881614444056;
30328;1,5;1,0586012192877134;
30329;1,5;1,2534670989687273;
30330;1,5;1,311340373332304;
30331;1,5;1,316413951004484;
30332;1,5;1,3221469320095212;
30333;1,5;1,3975223453453467;
30334;1,5;1,1160463542218542;
30335;1,5;1,150636571580232;
30336;1,5;1,1714046379104015;
30337;1,5;1,1021211633446333;
30338;1,5;1,2540589940978235;
30339;1,5;1,4092941772572507;
30340;1,5;1,6214254237942172;
30341;1,5;1,2486149570203058;
30342;1,5;1,2795902080472206;
30343;1,5;1,3626260453501167;
30344;1,5;1,1845893265205716;
30345;1,5;1,2171337296995657;
30346;1,5;1,1418520709713653;
30347;1,5;1,417124965372252;
30348;1,5;1,3442105446114767;
30349;1,5;1,2304466337958162;
30350;1,5;1,0495035437366598;
30351;1,5;1,2001581047158838;
30352;1,5;1,1415443290366;
30353;1,5;1,3213004992905875;
30354;1,5;1,187169163207945;
30355;1,5;1,2659459644482658;
30356;1,5;1,291265178653044;
30357;1,5;1,1260615157770024;
30358;1,5;1,0314274421325291;
30359;1,5;1,0823690654346834;
30360;1,5;1,022376278628982;
30361;1,5;1,054667147835114;
30362;1,5;1,2383460983997276;
30363;1,5;1,2558851990622666;
30364;1,5;1,0588577503595689;
30365;1,5;0,8184541006571473;
30366;1,5;0,8766892908747386;
30367;1,5;1,153248945678417;
30368;1,5;1,2395215546429545;
30369;1,5;1,3020241213889063;
30370;1,5;1,4030984367156554;
30371;1,5;1,40838486265821;
30372;1,5;1,6735153318520313;
30373;1,5;1,7981219998016436;
30374;1,5;1,8789282591393037;
30375;1,5;1,7014767371978357;
30376;1,5;1,7379178354725164;
